Comment,Author,Published At,Published Year
One shot video is awesome 😍,@rubelhossainsayed2973,2023-11-18T20:09:43Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1830"">30:30</a>",@bhuvandhiman5980,2023-11-18T19:00:03Z,2023
"didi thanks so much,education ka symbol aap ho",@user-fz2xo5kd3s,2023-11-18T10:52:26Z,2023
thanks for the tutorial.....,@learniverse_official,2023-11-18T09:02:14Z,2023
Great Miss. You have done amazing job. I have take your full lecture. very helpful.,@anjumzahid789,2023-11-18T07:01:27Z,2023
I am big fan of sardha didi,@mihirjha3299,2023-11-17T22:15:10Z,2023
Didi mat Bola karo  plz  31 ki umar vale bhi dhekhte hai aapka video,@SACHINSINGH-re5ft,2023-11-17T17:00:15Z,2023
❤❤,@mha381,2023-11-17T14:12:23Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w"">0:00</a>- Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=67"">1:07</a>- Git Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=300"">5:00</a>- GitHub Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=445"">7:25</a>- Setting Up GitHub<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=986"">16:26</a>- Setting Up Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1213"">20:13</a>- Configuring Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1383"">23:03</a>- Working with VS Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1442"">24:02</a>- Clone and Status<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1943"">32:23</a>- Add and Commit<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2155"">35:55</a>- Push Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2371"">39:31</a>- Init Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2949"">49:09</a>- Work Flow<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2976"">49:36</a>- Git Branches<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3085"">51:25</a>- Branch Commands<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3355"">55:55</a>- Merging Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3432"">57:12</a>- Pull Request<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3616"">1:00:16</a>- Pull Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3650"">1:00:50</a>- Resolving Merge Conflicts<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3931"">1:05:31</a>- Undoing Changes<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=4284"">1:11:24</a>- Fork",@mrinmoykarmakar8677,2023-11-17T06:32:49Z,2023
thanks,@user-xl2iu9nu6h,2023-11-15T08:26:58Z,2023
Thank you so much Shraddha didi &lt;3,@_BasitKarim_C,2023-11-15T03:22:43Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2531"">42:11</a>",@cocacola37281,2023-11-14T09:00:55Z,2023
Plz do a video for performing crud operation in windows form using C# language and restful api,@sanjayapanda3994,2023-11-13T11:43:47Z,2023
can you provide english subtitles for the explanation of videos,@HariKrishna-gy2pl,2023-11-13T08:42:09Z,2023
How to find Hidden File in Windows in Mac WE use  ls -a but in windows what we have to use to see hidden file ?please respond anyone,@engineerprajwal,2023-11-13T04:58:50Z,2023
thank you so much...very useful,@158_vrushtishah5,2023-11-12T17:57:45Z,2023
Thank You mam,@SherKhan-ke6in,2023-11-12T16:57:35Z,2023
Learning this on Diwali 😊<br>Happy Diwali Guys 🪔🪔🎆🎇🙏✨🪷❤️,@Piyushkpal,2023-11-12T14:24:30Z,2023
"I am facing difficulty in running the reset command using the hash of the commit, please help.",@hrishikeshbakshi8961,2023-11-12T12:58:16Z,2023
That ln -a is not working in windows,@soumendash3911,2023-11-12T10:54:30Z,2023
"when i type          ls -a<br>its show me this <br>can anyone help??<br><br><br>Get-ChildItem : Parameter cannot be processed because the parameter <br>name &#39;a&#39; is ambiguous. Possible matches include: -Attributes         <br>-Directory -File -Hidden -ReadOnly -System.<br>At line:1 char:4<br>+ ls -a<br>+    ~~<br>    + CategoryInfo          : InvalidArgument: (:) [Get-ChildItem],  <br>   ParameterBindingException<br>    + FullyQualifiedErrorId : AmbiguousParameter,Microsoft.PowerShel  <br>   l.Commands.GetChildItemCommand",@LeoWretched,2023-11-12T06:44:05Z,2023
gitdemo folder is not created in my local.,@user-en1nb2is2l,2023-11-11T17:47:42Z,2023
"Thanks for the video, but please add milestones in the video, so that intermediates don&#39;t waste their time watching already known topics!",@341yes,2023-11-11T11:05:51Z,2023
ls -a command is not working,@Shivanand001,2023-11-10T19:30:53Z,2023
Thank you Shradha didi and Apna college for this amazing tutorial of git and  GitHub. One of the best video on tutorial of git &amp; GitHub in YouTube for beginners.,@ankitgupta1552,2023-11-10T18:14:17Z,2023
Videos banane ke liye screen recorder kaunsa acha hai..Pls suggest,@biswajitdash6518,2023-11-10T13:41:17Z,2023
Thank you !,@sanidhyajain1828,2023-11-10T12:54:05Z,2023
"Simply amazing tutorial - I can feel the confidence in her teaching and that&#39;s what makes it easy to learn and retain the knowledge. Thanks a lot. (not a complain but do you think we miss <a href=""http://www.youtube.com/results?search_query=%23git"">#git</a> log command? I heard it&#39;s used a lot)",@yasirhussain5883,2023-11-10T05:10:15Z,2023
Can you make video tut. on buildroot linux or yocto,@haroonurd3948,2023-11-09T22:43:30Z,2023
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a>",@shubhamtiwari2082,2023-11-09T17:55:46Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3300"">55:00</a> branch",@balueswar7029,2023-11-09T17:55:34Z,2023
OMG commit and add krte krte puri zindagi nikal jayegi.,@AdityaSingh-pg8dy,2023-11-08T20:37:21Z,2023
Thanks for this very good information about git and github,@ArifulIslam-jq5bd,2023-11-08T04:07:21Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3645"">1:00:45</a>",@reyankhan4702,2023-11-07T18:57:55Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2378"">39:38</a>,<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2980"">49:40</a>",@safaldhungel2237,2023-11-07T17:02:08Z,2023
thanks for the tutorial,@abhishekkakde3668,2023-11-07T13:03:07Z,2023
Thanks didi ❤️,@dcsalim4384,2023-11-07T09:45:38Z,2023
Make English videos plz,@NibinCb,2023-11-07T07:28:15Z,2023
"<b>Here is a tip</b><br>Use &quot;Ctrl + L&quot; (for windows)<br>        &quot;Cmd + K&quot; (for mac)<br><br>To clear the terminal",@GobindaDas-yt,2023-11-07T06:25:38Z,2023
lanat aa tera ty khuty dy bachi aa,@user-zm7pb2dg8j,2023-11-06T17:13:30Z,2023
"I wonder, how the process of acquiring all this knowledge, for you, must be. Super impressive delivery and great passion for imparting knowledge. Loved it!",@iamchiragdahiya,2023-11-06T05:46:21Z,2023
thank u..very helpful...,@quickfoodzone9846,2023-11-05T19:01:34Z,2023
You talk too fast,@sureshsonti8097,2023-11-05T17:19:10Z,2023
while I&#39;m doing git status in our vs code windows system  fatal: not a git repository (or any of the parent directories): .gits): .git    <br>this message is printed not like you so how can I resolve this and why does this happened..,@user-hc8sr8hc3k,2023-11-05T17:03:44Z,2023
"At <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3149"">52:29</a> In my terminal inside VS code, I&#39;m getting error when I type git branch checkout -b feature1. Please help 🙏",@scienceshorts1234,2023-11-05T12:18:47Z,2023
It helped me a lot Thank you so much,@100x_INCOME,2023-11-05T10:56:14Z,2023
I am getting an error in terminal<br>Fatal : not a git repository ( or any of the parent directories ) <br><br>Even after configuring<br>Windows - vs code,@LearnwithRandomYoutuber,2023-11-05T08:33:05Z,2023
Where is the cheat sheet ? If anyone finds it pls tell me.,@Shadab_Qazi,2023-11-05T08:16:42Z,2023
"THANK YOU SO MUCH FOR THIS TUTOTRIAL, I was so confused with the git commands but your explanation was so easy to understand and follow along!",@Harshit-ju2iz,2023-11-04T16:55:52Z,2023
We need JavaScript ONe SHOT . Thank you.,@ayeeshashaik5288,2023-11-04T08:44:33Z,2023
"ls -a is not working for me at <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1650"">27:30</a>",@luckymosby8298,2023-11-03T17:50:13Z,2023
thanks,@NishantCosmos,2023-11-03T11:06:28Z,2023
waste of time,@sanemulislam3450,2023-11-02T17:11:42Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2343"">39:03</a> Local (VSCode ) to Remote (Github) process starts..",@addainsights2433,2023-11-01T17:36:59Z,2023
🔥🔥🔥🔥🔥,@Abhishekh1516techboy,2023-11-01T16:50:21Z,2023
github ko data analyst wale use kr skte h mam.?,@journeytobharat693,2023-11-01T16:26:58Z,2023
Amazing,@chandanyadav133,2023-10-31T19:07:39Z,2023
"php vs python for backend which will be best? <br>i know every languages are best at their own , but i want a genuine answer..",@bij_ay,2023-10-31T12:27:12Z,2023
this is nice,@praveenpal4714,2023-10-30T15:56:40Z,2023
"If we have made some changes in our code, and we realize that we&#39;ve completely messed it up, however, we neither have added the code in staging area nor have we committed it. We only want to go to the initial state from where we had started modifying the file. How can we do that?",@prabhashkumar7524,2023-10-30T09:40:55Z,2023
too much informative. jb ham start me project bnaty us me html css k sath java bhi use krni ho us se related guide kr den ya video upload kr den kindly,@fatimamalik2954,2023-10-30T07:59:38Z,2023
"Mam im getting problem in vs code its showing git is not recognised, what to do?",@-JBhavani,2023-10-29T14:35:07Z,2023
"how to access terminal in vs code from gitbash  that shows in  <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1427"">23:47</a>",@bhupendrashivhare7411,2023-10-29T12:46:44Z,2023
Thank You !,@hrutwikdabhade2377,2023-10-29T05:47:02Z,2023
"Hi ! Thanks a lot for this video. This was consolidated very well.  are commands like git stash, git bisect, cherrypick  used at all? Since i see they are not covered in this video.",@maheshkoheda9194,2023-10-29T05:46:16Z,2023
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/CIW60IPp_dYCFcuqTgodEu4IlQ""></a>❤❤❤❤❤❤❤❤❤❤",@goldsmithe205,2023-10-29T05:43:45Z,2023
Best!,@Yash_Jain06,2023-10-28T22:03:12Z,2023
"i don&#39;t know why ma&#39;am but when we see you , we are get motivated that we can do anything <br>truly spreaking ma&#39;am 😊😊😊😊😊😊😊😊😊😊",@user-ly4po9fv4x,2023-10-28T18:50:31Z,2023
&quot;mein hu aapki shradha didi&quot; mere ae 20 saal choti ho tum <br>.. didi kahan se ho gayi,@sumitneg1984,2023-10-28T18:21:24Z,2023
thank you for clear explanation,@user-zb8od6lx6z,2023-10-28T18:02:23Z,2023
Plz make video on Linux command as well.. 🥲🥲 Thanks you..!! 😊,@anuragmule1926,2023-10-28T16:54:03Z,2023
mam android development course using kotlin,@jeeiitstudentsclub1984,2023-10-28T16:09:41Z,2023
Can you please tell about the &quot;issues&quot; tab on github as well?,@user-xu6wk8cb6j,2023-10-28T13:00:03Z,2023
Where is the cheat sheet,@pushpenderdagarvlogs5098,2023-10-28T11:54:16Z,2023
nice👌,@theankurshow9625,2023-10-28T10:32:44Z,2023
Thank u Mam it&#39;s mattered to me very meaningfully 🙏. i&#39;m really thankful to u mam,@user-oh9mc1yd3u,2023-10-28T03:43:13Z,2023
sharda didi aap best teacher ho,@kmane8593,2023-10-27T18:07:07Z,2023
Thank you! I actually learned Git and Git hub in an hour with your tutorial.,@shikhayadav4291,2023-10-27T12:08:22Z,2023
Github chhordo skincare routine bta do,@harshchaudhary960,2023-10-27T10:22:41Z,2023
Git is not accessible in  myy vs code terminal.,@KomalWebdeveloper,2023-10-27T07:27:29Z,2023
this is one of the best tutorial for git and git hub because every one can confuse the student but  shradhha mam explained well in very decent mannert,@kulvish,2023-10-26T17:14:55Z,2023
"My time stamp - <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=896"">14:56</a>",@pratikshaprasad9050,2023-10-26T17:14:37Z,2023
please make a video on MobgoDB by shradha didi,@rohitpundir9972,2023-10-26T14:32:51Z,2023
Thank You So Much Didi for wonderful Session..☺,@padhaiparcharcha,2023-10-26T13:46:47Z,2023
Not getting index.html in github repo after everything I have done,@gouravdabade,2023-10-26T10:49:18Z,2023
very helpful,@IfraIdrees700,2023-10-25T05:03:11Z,2023
Thank you shraddha mam ❤,@MandipChhetri,2023-10-25T03:49:32Z,2023
is GITDEMO is normal folder created in desktop or anyhow connected to git,@user-hy3nj4xk6q,2023-10-24T17:00:55Z,2023
Devops tutorial bhi dedo dii please,@VAISH-ce7dj,2023-10-24T16:11:54Z,2023
Now  I finally  Learn Git and Github. Thank you .,@anishghimire5051,2023-10-24T14:31:41Z,2023
Please teach tutorials of Dart Language 🙏🏼,@sagarrana6381,2023-10-24T12:57:08Z,2023
"Hello at <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1684"">28:04</a> as in my windows 11 system &quot;ls - a&quot; did not work --- I had done exactlly as said in the video -- why so happened -- please can anyone  tell ???🙏🙏🙏 pls",@siddharthabehera2201,2023-10-23T20:32:06Z,2023
Really good video,@elaf7092,2023-10-23T19:44:51Z,2023
"ls -a command displays this error <br>Get-ChildItem : Parameter cannot be processed because the parameter <br>name &#39;a&#39; is ambiguous. Possible matches include: -Attributes<br>-Directory -File -Hidden -ReadOnly -System.<br>At line:1 char:4<br>+ ls -a<br>+    ~~<br>    + CategoryInfo          : InvalidArgument: (:) [Get-ChildItem],  <br>    ParameterBindingException<br>    + FullyQualifiedErrorId : AmbiguousParameter,Microsoft.PowerShe  <br>   ll.Commands.GetChildItemCommand",@clovisstanford6515,2023-10-23T15:26:39Z,2023
please one short on javascript,@user-fe8rb6zs9h,2023-10-23T10:56:59Z,2023
"Maam, the way you teach is excellent",@bantimarak78,2023-10-23T09:23:22Z,2023
Ray-po-zee-Tary ? Aapko nhi lagta aapki pronounciation kuch galat hai?😅😅😅,@ishansharma5111,2023-10-23T03:30:54Z,2023
could you please provide english subtitles for your content 😭,@veronicachith593,2023-10-22T17:31:17Z,2023
Awesome!,@naimurhasanrwd,2023-10-22T09:46:40Z,2023
This was a great tutorial. Thank you maam. <br>Can you do the tutorial on CI/CD integration.,@darshandodamani6682,2023-10-22T06:32:09Z,2023
Thanks to Apana College⭐,@AnkitKumar-ue3rr,2023-10-21T04:36:40Z,2023
vs code me json error ko fix kese kre...?,@gourav.verma111,2023-10-20T17:35:28Z,2023
best videoo,@aditimahabole1761,2023-10-20T17:16:11Z,2023
thanx,@entertainment4u745,2023-10-20T06:50:34Z,2023
"whah madam whah, very good teaching... Jai Telangana. jai India.",@user-xc5rt2ic1v,2023-10-20T03:00:16Z,2023
Testers bhi is video ko follow kar sakte hai kya,@khusbusingh5723,2023-10-20T02:11:32Z,2023
❤‍🔥,@amansrivastava7513,2023-10-19T20:26:28Z,2023
osm lecture,@user-vu2gl2dl1w,2023-10-19T17:10:19Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2687"">44:47</a>",@smrpkrl,2023-10-19T07:16:51Z,2023
"Hi Shradha, Today i started learning about Git and GitHub...I followed all the points as per your video and i got stuck in one place that the files/folders created in GitHub are not showing when i used Visual Studio to search for my repository demo folders....Result showing as No Match found....Kindly guide....",@vishnupriyans9818,2023-10-18T13:12:23Z,2023
tysm,@JimYard,2023-10-17T18:17:01Z,2023
great info thank you so much...,@farhatullahcreation3665,2023-10-17T17:52:13Z,2023
good video thanks,@msss4831,2023-10-17T11:22:11Z,2023
bad recording with this 50k shure mic. but good video :),@prateekdeveloper,2023-10-17T07:35:18Z,2023
Thanku ❤,@Kkkpp571,2023-10-17T05:03:46Z,2023
"Hello, this is a best video to learn basics of Git. Can you please explain commit amend command in simply way. Thanks",@sharadpatil1320,2023-10-16T19:54:18Z,2023
Completed 😊,@mdfaizanuddin9893,2023-10-16T15:04:56Z,2023
"It was a fab video, crisp and clear, understood each and every part of it.  thanks a ton..",@tanaazafreen8998,2023-10-15T18:53:01Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1631"">27:11</a> No Showing hidden file show below msg<br><br>Get-ChildItem: Parameter cannot be processed because the parameter name &#39;a&#39; is ambiguous. Possible matches include: -Attributes -Directory -File -Hidden -ReadOnly -System.",@swaroopgaikwad468,2023-10-15T17:21:30Z,2023
World without INDIANS would have been Hell for PROGRAMMERS,@Bibay619,2023-10-15T16:07:52Z,2023
Is it necessary to download VS code can&#39;t it go with anaconda-jupyter notebook?,@DIYwithIQRA,2023-10-15T10:34:43Z,2023
Thank You Didi it was a very informative and really really helpful video.,@anubhavnegi7428,2023-10-15T08:14:52Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=53"">0:53</a>",@user-pm7jh6tv6o,2023-10-15T08:09:02Z,2023
please do similar video on vs code <br>its to confusing with all the things in it,@Enter_vikram,2023-10-14T14:47:32Z,2023
Thankyou Shardha Didi,@divyaawasthi8286,2023-10-14T13:27:24Z,2023
"For VS code, shall we use user installer or system installer?",@nikhil1888,2023-10-14T05:45:36Z,2023
Waah did waah aapka jawab nahi. finest video 👌,@ravikantpandey6463,2023-10-13T20:44:54Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1309"">21:49</a>",@ayushanand568,2023-10-13T15:25:29Z,2023
An easy-to-understand tutorial on Git and Gihub,@Rohit-48,2023-10-13T07:01:42Z,2023
Best explanation. Can you please create same fast track tutorial on Jenkins?,@monalibaviskar8973,2023-10-12T14:31:41Z,2023
"When video playback runs on 2x speed and unable to understand it, make playback 0.75x from the YouTube.",@rahuldev1555,2023-10-12T09:23:35Z,2023
"I get this error when using ls -a command in vs code terminal on windows pc, pls help <br><br>Get-ChildItem : Parameter cannot be processed because the parameter name &#39;a&#39; is ambiguous. Possible matches include: -Attributes -Directory     <br><br>-File -Hidden -ReadOnly -System.",@aashijain7578,2023-10-12T07:20:50Z,2023
"Thank you for bringing this wonderful video, just finished this video now, thanks a lot...",@karthikgr3437,2023-10-11T20:14:53Z,2023
Thank You,@AmanAli-kp5uw,2023-10-11T11:39:42Z,2023
thank you so much didi for your efforts,@JackCoderr,2023-10-11T10:26:00Z,2023
@ApnaCollegeOfficial Can you please create the serious for Go Programming Language and Go Test need this for my project.🙏,@Bandook_go3rk,2023-10-10T04:28:58Z,2023
"Good explanation,  you have very good command on the tool",@vishwa8956,2023-10-09T16:53:01Z,2023
"Hi Mam, can you make video on Socket in Node.JS with room, namespace, broadcasting (in detailed) ??",@soureshkhandelwal9695,2023-10-09T03:19:13Z,2023
Thank you soo much.,@illusionhex1200,2023-10-09T00:51:45Z,2023
good work.,@amjadsultanawan,2023-10-08T18:14:21Z,2023
"The content was amazing and your voice and pronunciation is amongst one of the best of all the creators on youtube. Kudos to the good work.<br><br> I just had a doubt towards the end of the course.  when we did git reset index.html @<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3993"">1:06:33</a> the staged changes were brought back and they were no more staged. but then  how to get back the deleted line?<br><br>Here it was just one line so I remembered the line exactly but if there are many such lines in the files that needs to be reversed than what is the next step?",@saketlath9348,2023-10-07T21:52:29Z,2023
Extremely useful. I appreciate the efforts.,@muhammadhasnatsaleem1804,2023-10-07T21:16:32Z,2023
ls -a is not working for me .can anyone resolve for me,@krishnakk30,2023-10-07T16:18:44Z,2023
Please help,@faizanahmad7227,2023-10-07T09:24:30Z,2023
I can&#39;t access my git from vs code jb <br>git -- version likhta hu to the term git is not recognized likh ke ata h,@faizanahmad7227,2023-10-07T09:16:11Z,2023
since last 3 days i just sawing error but now my problem is fixed thanks didi for giving us this kind of helpful tutorials,@Amazone165,2023-10-07T05:15:11Z,2023
Thank you so much excellent tutorial 🎉,@harshitpatidar8552,2023-10-06T14:39:31Z,2023
"very useful, thank you for this quality content 😇",@haroonrasheed6461,2023-10-06T14:22:00Z,2023
"such a awesome video didi, It really helpful for me",@user-hx1fo9ft4w,2023-10-06T13:01:27Z,2023
this video is so much useful for beginner just like me thanks a lot di,@Veer34286,2023-10-06T11:49:02Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2949"">49:09</a> pe  jo workflow btaya hai ki local Repo ke sath kaam kese kare but ye toh Remote Repo ke sath kaam karne ka workflow hai  please help mam se kahi mistake toh nhi ho gyi yah me galat hu ...",@ashokrawat3246,2023-10-06T10:52:13Z,2023
"didi  <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1718"">28:38</a> khapra chagne karke apna college na likh ke dhattarwal rakh dete to aur accha  hota nah 😁❤",@pallabdandapat1866,2023-10-06T05:48:05Z,2023
@apnacollege did git branch -b work nhi kr raha <br>koi or solution dijiye pls,@Sanskar-gi7oe,2023-10-06T05:22:02Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1427"">23:47</a>",@manishjangra26,2023-10-05T16:33:03Z,2023
"On using git branch, it doesn&#39;t show master instead cursor comes on next line",@Neetu-it9zc,2023-10-05T10:57:56Z,2023
git checkout -b new_branch     --&gt; Is se new branch create hoke us branch ka selection ho jata hai as a current branch.<br><br>git branch -b new_branch        --&gt; Is se new branch create hoti hai.,@sforsuraj7255,2023-10-05T09:32:23Z,2023
Why doesn&#39;t &quot;ls -a&quot; in microsoft?,@Neetu-it9zc,2023-10-05T09:24:04Z,2023
Gitlab CI CD please make a video,@nalinisingh4988,2023-10-05T05:34:21Z,2023
Wow.amazing...thanks didi,@UwU-dx5hu,2023-10-04T22:43:17Z,2023
nice❤,@UwU-dx5hu,2023-10-04T22:39:47Z,2023
Thank you Shradha didi... For your wonderful presentation,@koushikmukherjee8359,2023-10-04T18:52:27Z,2023
rebase &amp; cherry pick are omitted in this video,@aasifkhan007,2023-10-04T17:04:38Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3000"">50:00</a>",@set1675,2023-10-04T14:48:09Z,2023
Very nice tutorial,@arpita0608,2023-10-04T09:12:56Z,2023
Please make another video on DevOPs,@arpita0608,2023-10-04T08:09:37Z,2023
hello you are explaining excellent but please speat little slow,@poojadubey3576,2023-10-04T06:57:28Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=4180"">1:09:40</a><br>Trick to remember::<br>We may read `git reset HEAD~1` as &quot;git reset head minus one&quot;.<br><br>I hope it may be helpful.<br>😃👍",@RishiRajxtrim,2023-10-04T05:48:28Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3900"">1:05:00</a> RESET and more to undo changes",@RishiRajxtrim,2023-10-04T05:43:47Z,2023
"Thanks Shraddha, this helped me while preparing presentation on GIT",@TheKeshav84,2023-10-04T04:24:17Z,2023
I can&#39;t see class note for this lecture,@user-sx4uw6oc8k,2023-10-04T03:54:18Z,2023
Thanks a lot for this video This has really clear the concepts of GIT,@earlymorningcodes6100,2023-10-03T23:58:12Z,2023
Completed,@silenttherapy3579,2023-10-03T18:51:53Z,2023
"{ ls -a } is not working . It says : <br>Help..Plz..!🙏<br><br>Get-ChildItem : Parameter cannot be processed because the parameter name &#39;a&#39; is <br>ambiguous. Possible matches include: -Attributes -Directory -File -Hidden -ReadOnly    <br>-System.<br>At line:1 char:4<br>+ ls -a<br>+    ~~<br>    + CategoryInfo          : InvalidArgument: (:) [Get-ChildItem], ParameterBindingEx <br>   ception<br>    + FullyQualifiedErrorId : AmbiguousParameter,Microsoft.PowerShell.Commands.GetChil <br>   dItemCommand",@user-so5ez1ej8x,2023-10-03T16:21:19Z,2023
There is problem in modifing and it is not following the command push as i am working on Microsoft,@Neetu-it9zc,2023-10-03T16:04:53Z,2023
nice ..............................tq,@shankarshrestha2969,2023-10-03T13:18:10Z,2023
❤❤❤❤,@user-ry5po7pk7l,2023-10-03T12:35:56Z,2023
Very nice explanation ❤,@harishbathina2873,2023-10-03T09:23:42Z,2023
Thanks😊,@user-zo1kb8lz6s,2023-10-02T18:27:23Z,2023
For those whose faced issue while using &quot;ls -a&quot; command in VS Code on windows <br>just change your terminal form powershell to gitbash <br>to do this just type &quot;bash&quot;<br>&amp; then you can use the same command,@silenttherapy3579,2023-10-02T17:26:42Z,2023
Kisi ne notes dwnld kiya h to plss share kr do,@karinakumari3671,2023-10-02T17:05:26Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3653"">1:00:53</a>",@ritwik_6938,2023-10-02T12:17:50Z,2023
"thank you sooooo much. I was looking for this for a while, you saved me  <a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a>",@divyaaa9091,2023-10-02T11:45:17Z,2023
"Wow, thankyou so much.",@vishalrao7010,2023-10-02T10:25:58Z,2023
Thank You So Much dii😄😃,@Wings_of_Enlightenment,2023-10-02T08:21:04Z,2023
Don&#39;t we need to install the git-bash extension in the VS Code to use Git commands from the Terminal?,@mohammedzia1015,2023-10-02T07:39:34Z,2023
One Tutorial For Linux,@akshatsharma7106,2023-10-02T06:11:54Z,2023
I have a requeste please bring a javascript series. I have learnt a lot from your github tutorial. This really helpful for beginners to understand and start using of github. Thanks sharadha Di😊,@Tamanna4140,2023-10-01T19:19:22Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w"">0:00</a> - <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=975"">16:15</a> basic github<br>installing github and vs code till <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1180"">19:40</a> from 18: 20<br>Configuring git from 20: 17  23 :10<br> from <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1390"">23:10</a>",@divinelegendgamer8058,2023-10-01T17:27:08Z,2023
Very nice tutorial given by shradhdha mam. Thanks,@Bhushantbn,2023-10-01T12:58:14Z,2023
Now no need to update the Branch name as by default it returning the Main Branch 😊😊,@krushantsurhar,2023-10-01T12:19:48Z,2023
"Great ma&#39;am but during Commit my automation project I found below warning regarding POM.xml File<br>warning: in the working copy of &#39;pom.xml&#39;, LF will be replaced by CRLF the next time Git touches it<br><br>will it affect something on Git hub?",@krushantsurhar,2023-10-01T11:52:49Z,2023
In  VS-Code while opening GITDEMO file when did we create GITDEMO file. As I am not able to find the folder in my laptop. I have followed all the steps showed in the video.,@tvkute17,2023-10-01T09:47:41Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3080"">51:20</a>",@motivationspot8303,2023-10-01T06:38:17Z,2023
Ma&#39;am ls -a not working what should I do,@kirtanzinzuwadiya7604,2023-10-01T06:35:35Z,2023
Thanks,@mdsalimhossain8439,2023-09-30T20:31:13Z,2023
Thank You Mam,@karunakarverma6467,2023-09-30T16:56:51Z,2023
